DEBUG 2019-10-30 23:02:46,591 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2019-10-30 23:02:47,259 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=4.8.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:47,260 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=4.8.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:47,260 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.IdentityServer4.AbpZeroCoreIdentityServerEntityFrameworkCoreModule, Abp.ZeroCore.IdentityServer4.EntityFrameworkCore, Version=4.8.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:47,261 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.IdentityServer4.AbpZeroCoreIdentityServerModule, Abp.ZeroCore.IdentityServer4, Version=4.8.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:47,261 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=4.8.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:47,262 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=4.8.1.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:47,272 [1    ] Abp.Modules.AbpModuleManager             - 16 modules loaded.
DEBUG 2019-10-30 23:02:47,666 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-10-30 23:02:47,666 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-10-30 23:02:47,666 [1    ] o.Configuration.LanguageManagementConfig - Converted IS.Core (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-10-30 23:02:47,666 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2019-10-30 23:02:49,049 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: IS.EntityFrameworkCore.ISDbContext, IS.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2019-10-30 23:02:54,722 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2019-10-30 23:02:54,835 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2019-10-30 23:02:54,867 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2019-10-30 23:02:54,878 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: IS.Core
DEBUG 2019-10-30 23:02:54,898 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2019-10-30 23:02:55,773 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Castle.Proxies.BackgroundJobManagerProxy
DEBUG 2019-10-30 23:02:56,544 [1    ] rization.Users.UserTokenExpirationWorker - Start background worker: Abp.Authorization.Users.UserTokenExpirationWorker
DEBUG 2019-10-30 23:02:56,664 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 8 classes define auto mapping attributes
DEBUG 2019-10-30 23:02:56,664 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2019-10-30 23:02:56,680 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.Users.Dto.CreateUserInput
DEBUG 2019-10-30 23:02:56,684 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.Users.Dto.UserListDto
DEBUG 2019-10-30 23:02:56,684 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.Sessions.Dto.TenantLoginInfoDto
DEBUG 2019-10-30 23:02:56,684 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.Sessions.Dto.UserLoginInfoDto
DEBUG 2019-10-30 23:02:56,685 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.MultiTenancy.Dto.CreateTenantInput
DEBUG 2019-10-30 23:02:56,686 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.MultiTenancy.Dto.TenantListDto
DEBUG 2019-10-30 23:02:56,686 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - IS.Web.Views.Shared.Components.TenantChange.TenantChangeViewModel
INFO  2019-10-30 23:03:10,640 [1    ] IdentityServer4.Startup                  - Starting IdentityServer4 version 2.5.0.0
INFO  2019-10-30 23:03:11,581 [1    ] IdentityServer4.Startup                  - Using the default authentication scheme Identity.Application for IdentityServer
INFO  2019-10-30 23:03:13,655 [4    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/  
INFO  2019-10-30 23:03:13,655 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:62114/  0
INFO  2019-10-30 23:03:13,891 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 250.9802ms 200 
INFO  2019-10-30 23:03:30,618 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action IS.Web.Controllers.HomeController.Index (IS.Web.Mvc)
INFO  2019-10-30 23:03:30,780 [4    ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2019-10-30 23:03:30,961 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method IS.Web.Controllers.HomeController.Index (IS.Web.Mvc) - Validation state: Valid
INFO  2019-10-30 23:03:30,982 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method IS.Web.Controllers.HomeController.Index (IS.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 14.905ms.
INFO  2019-10-30 23:03:31,524 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2019-10-30 23:03:39,112 [4    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 7835.5576ms.
INFO  2019-10-30 23:03:39,141 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action IS.Web.Controllers.HomeController.Index (IS.Web.Mvc) in 8517.8556ms
INFO  2019-10-30 23:03:39,218 [4    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 25582.42ms 200 text/html; charset=utf-8
INFO  2019-10-30 23:03:42,870 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637080733765486741  
INFO  2019-10-30 23:03:42,875 [4    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637080733765486741  
INFO  2019-10-30 23:03:42,971 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-10-30 23:03:42,972 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-10-30 23:03:43,099 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2019-10-30 23:03:43,196 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-10-30 23:03:43,468 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 369.2751ms.
INFO  2019-10-30 23:03:43,469 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 273.7603ms.
INFO  2019-10-30 23:03:43,480 [4    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-10-30 23:03:43,480 [9    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-10-30 23:03:43,484 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 511.6395ms
INFO  2019-10-30 23:03:43,484 [9    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 513.0097ms
INFO  2019-10-30 23:03:43,484 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 614.1818ms 200 application/x-javascript
INFO  2019-10-30 23:03:43,484 [4    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 609.233ms 200 application/x-javascript; charset=utf-8
INFO  2019-10-30 23:06:04,760 [4    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpLocalization/ChangeCulture?cultureName=tr&returnUrl=/  
INFO  2019-10-30 23:06:04,784 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "ChangeCulture", controller = "AbpLocalization", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpLocalizationController.ChangeCulture (Abp.AspNetCore)
INFO  2019-10-30 23:06:04,810 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpLocalizationController.ChangeCulture (Abp.AspNetCore) with arguments (tr, /) - Validation state: Valid
INFO  2019-10-30 23:06:05,247 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpLocalizationController.ChangeCulture (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.RedirectResult in 436.7624ms.
INFO  2019-10-30 23:06:05,260 [4    ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /.
INFO  2019-10-30 23:06:05,264 [4    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpLocalizationController.ChangeCulture (Abp.AspNetCore) in 479.0694ms
INFO  2019-10-30 23:06:05,264 [4    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 504.0141ms 302 
INFO  2019-10-30 23:06:05,302 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/  
INFO  2019-10-30 23:06:05,326 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action IS.Web.Controllers.HomeController.Index (IS.Web.Mvc)
INFO  2019-10-30 23:06:05,328 [22   ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2019-10-30 23:06:05,330 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method IS.Web.Controllers.HomeController.Index (IS.Web.Mvc) - Validation state: Valid
INFO  2019-10-30 23:06:05,330 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method IS.Web.Controllers.HomeController.Index (IS.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 0.0341ms.
INFO  2019-10-30 23:06:05,372 [22   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2019-10-30 23:06:05,642 [22   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 273.5763ms.
INFO  2019-10-30 23:06:05,643 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action IS.Web.Controllers.HomeController.Index (IS.Web.Mvc) in 316.3382ms
INFO  2019-10-30 23:06:05,643 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 341.3118ms 200 text/html; charset=utf-8
INFO  2019-10-30 23:06:05,798 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637080733765486741  
INFO  2019-10-30 23:06:05,915 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637080733765486741  
INFO  2019-10-30 23:06:05,934 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-10-30 23:06:05,936 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-10-30 23:06:05,936 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 0.202ms.
INFO  2019-10-30 23:06:05,936 [22   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-10-30 23:06:05,936 [22   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 2.3848ms
INFO  2019-10-30 23:06:05,937 [22   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21.8149ms 200 application/x-javascript
INFO  2019-10-30 23:06:05,956 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-10-30 23:06:05,958 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2019-10-30 23:06:06,043 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 84.9656ms.
INFO  2019-10-30 23:06:06,050 [10   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-10-30 23:06:06,050 [10   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 93.9741ms
INFO  2019-10-30 23:06:06,050 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 252.5317ms 200 application/x-javascript; charset=utf-8
INFO  2019-10-30 23:06:06,119 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/fonts/roboto/97uahxiqZRoncBaCEI3aWxJtnKITppOI_IvcXXDNrsc.woff2  
INFO  2019-10-30 23:06:06,337 [4    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/fonts/roboto/97uahxiqZRoncBaCEI3aWxJtnKITppOI_IvcXXDNrsc.woff2'. Physical path: 'F:\MY\GIT\IdentityServer-Core+Abp\src\IdentityServerDemo.Web.Mvc\wwwroot\fonts\roboto\97uahxiqZRoncBaCEI3aWxJtnKITppOI_IvcXXDNrsc.woff2'
INFO  2019-10-30 23:06:06,355 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 236.045ms 200 font/woff2
